corrida_id,piloto_id,circuito_id,construtor_id,numero,grid,posicao_ordem,pontos
227,65,20,15,14.0,12,7,0.0
227,57,20,1,7.0,9,8,0.0
227,77,20,22,4.0,8,9,0.0
227,64,20,27,10.0,17,10,0.0
227,73,20,29,16.0,20,11,0.0
227,83,20,18,20.0,19,12,0.0
227,21,20,18,21.0,18,13,0.0
227,63,20,25,19.0,14,14,0.0
227,79,20,25,18.0,16,15,0.0
227,49,20,15,15.0,10,16,0.0
227,50,20,29,17.0,13,17,0.0
227,44,20,27,9.0,15,18,0.0
227,56,20,6,2.0,7,19,0.0
227,55,20,22,3.0,4,20,0.0
227,85,20,28,23.0,21,21,0.0
227,69,20,28,22.0,22,22,0.0
228,71,21,3,5.0,2,1,10.0
228,30,21,6,1.0,1,2,6.0
228,77,21,22,4.0,7,3,4.0
228,56,21,6,2.0,6,4,3.0
228,22,21,17,11.0,9,5,2.0
228,55,21,22,3.0,5,6,1.0
228,64,21,27,10.0,17,7,0.0
228,57,21,1,7.0,11,8,0.0
228,83,21,18,20.0,18,9,0.0
228,69,21,28,22.0,21,10,0.0
228,35,21,3,6.0,3,11,0.0
228,44,21,27,9.0,13,12,0.0
228,79,21,25,18.0,16,13,0.0
228,14,21,1,8.0,4,14,0.0
228,73,21,29,16.0,20,15,0.0
228,50,21,29,17.0,14,16,0.0
228,84,21,17,12.0,12,17,0.0
228,49,21,15,15.0,10,18,0.0
228,21,21,18,21.0,19,19,0.0
228,65,21,15,14.0,15,20,0.0
228,63,21,25,19.0,8,21,0.0
228,85,21,28,23.0,22,22,0.0
229,44,6,27,9.0,14,1,10.0
229,14,6,1,8.0,5,2,6.0
229,65,6,15,14.0,13,3,4.0
229,49,6,15,15.0,9,4,3.0
229,63,6,25,19.0,11,5,2.0
229,57,6,1,7.0,8,6,1.0
229,56,6,6,2.0,7,7,0.0
229,35,6,3,6.0,10,8,0.0
229,55,6,22,3.0,3,9,0.0
229,69,6,28,22.0,21,10,0.0
229,71,6,3,5.0,2,11,0.0
229,84,6,17,12.0,16,12,0.0
229,77,6,22,4.0,4,13,0.0
229,64,6,27,10.0,17,14,0.0
229,73,6,29,16.0,20,15,0.0
229,79,6,25,18.0,15,16,0.0
229,30,6,6,1.0,1,17,0.0
229,22,6,17,11.0,6,18,0.0
229,83,6,18,20.0,19,19,0.0
229,21,6,18,21.0,18,20,0.0
229,50,6,29,17.0,12,21,0.0
229,85,6,28,23.0,22,22,0.0
230,30,4,6,1.0,3,1,10.0
230,55,4,22,3.0,4,2,6.0
230,35,4,3,6.0,2,3,4.0
230,49,4,15,15.0,11,4,3.0
230,57,4,1,7.0,10,5,2.0
230,64,4,27,10.0,17,6,1.0
230,50,4,29,17.0,13,7,0.0
230,22,4,17,11.0,7,8,0.0
230,77,4,22,4.0,5,9,0.0
230,65,4,15,14.0,9,10,0.0
230,84,4,17,12.0,15,11,0.0
230,63,4,25,19.0,12,12,0.0
230,71,4,3,5.0,1,13,0.0
230,79,4,25,18.0,16,14,0.0
230,56,4,6,2.0,6,15,0.0
230,44,4,27,9.0,8,16,0.0
230,21,4,18,21.0,19,17,0.0
230,14,4,1,8.0,14,18,0.0
230,73,4,29,16.0,20,19,0.0
230,83,4,18,20.0,18,20,0.0
230,69,4,28,22.0,21,21,0.0
230,85,4,28,23.0,22,22,0.0
231,71,7,3,5.0,1,1,10.0
231,35,7,3,6.0,2,2,6.0
231,55,7,22,3.0,4,3,4.0
231,14,7,1,8.0,10,4,3.0
231,57,7,1,7.0,6,5,2.0
231,84,7,17,12.0,9,6,1.0
231,65,7,15,14.0,15,7,0.0
231,21,7,18,21.0,16,8,0.0
231,83,7,18,20.0,19,9,0.0
231,69,7,28,22.0,20,10,0.0
231,77,7,22,4.0,7,11,0.0
231,30,7,6,1.0,3,12,0.0
231,44,7,27,9.0,11,13,0.0
231,63,7,25,19.0,14,14,0.0
231,64,7,27,10.0,18,15,0.0
231,22,7,17,11.0,8,16,0.0
231,85,7,28,23.0,22,17,0.0
231,49,7,15,15.0,12,18,0.0
231,50,7,29,17.0,13,19,0.0
231,73,7,29,16.0,21,20,0.0
231,79,7,25,18.0,17,21,0.0
231,56,7,6,2.0,5,22,0.0
232,71,8,3,5.0,2,1,10.0
232,35,8,3,6.0,6,2,6.0
232,55,8,22,3.0,3,3,4.0
232,77,8,22,4.0,4,4,3.0
232,57,8,1,7.0,5,5,2.0
232,14,8,1,8.0,7,6,1.0
232,44,8,27,9.0,9,7,0.0
232,84,8,17,12.0,8,8,0.0
232,22,8,17,11.0,10,9,0.0
232,63,8,25,19.0,13,10,0.0
232,73,8,29,16.0,19,11,0.0
232,83,8,18,20.0,18,12,0.0
232,65,8,15,14.0,16,13,0.0
232,49,8,15,15.0,12,14,0.0
232,79,8,25,18.0,14,15,0.0
232,69,8,28,22.0,20,16,0.0
232,64,8,27,10.0,11,17,0.0
232,50,8,29,17.0,15,18,0.0
232,56,8,6,2.0,22,19,0.0
232,21,8,18,21.0,17,20,0.0
232,85,8,28,23.0,21,21,0.0
232,30,8,6,1.0,1,22,0.0
233,35,9,3,6.0,2,1,10.0
233,77,9,22,4.0,7,2,6.0
233,57,9,1,7.0,4,3,4.0
233,22,9,17,11.0,6,4,3.0
233,14,9,1,8.0,9,5,2.0
233,84,9,17,12.0,8,6,1.0
233,63,9,25,19.0,14,7,0.0
233,49,9,15,15.0,11,8,0.0
233,65,9,15,14.0,13,9,0.0
233,50,9,29,17.0,15,10,0.0
233,21,9,18,21.0,18,11,0.0
233,55,9,22,3.0,5,12,0.0
233,44,9,27,9.0,16,13,0.0
233,64,9,27,10.0,17,14,0.0
233,71,9,3,5.0,1,15,0.0
233,83,9,18,20.0,19,16,0.0
233,73,9,29,16.0,20,17,0.0
233,79,9,25,18.0,12,18,0.0
233,56,9,6,2.0,10,19,0.0
233,30,9,6,1.0,3,20,0.0
233,85,9,28,23.0,21,21,0.0
233,69,9,28,22.0,22,22,0.0
234,71,10,3,5.0,1,1,10.0
234,55,10,22,3.0,5,2,6.0
234,35,10,3,6.0,6,3,4.0
234,30,10,6,1.0,3,4,3.0
234,14,10,1,8.0,7,5,2.0
234,22,10,17,11.0,9,6,1.0
234,44,10,27,9.0,12,7,0.0
234,49,10,15,15.0,13,8,0.0
234,63,10,25,19.0,15,9,0.0
234,84,10,17,12.0,10,10,0.0
234,73,10,29,16.0,19,11,0.0
234,83,10,18,20.0,18,12,0.0
234,77,10,22,4.0,2,13,0.0
234,56,10,6,2.0,8,14,0.0
234,65,10,15,14.0,14,15,0.0
234,64,10,27,10.0,11,16,0.0
234,79,10,25,18.0,16,17,0.0
234,57,10,1,7.0,4,18,0.0
234,50,10,29,17.0,17,19,0.0
234,86,10,18,21.0,0,20,0.0
235,35,11,3,6.0,3,1,10.0
235,71,11,3,5.0,2,2,6.0
235,55,11,22,3.0,5,3,4.0
235,57,11,1,7.0,7,4,3.0
235,44,11,27,9.0,11,5,2.0
235,22,11,17,11.0,13,6,1.0
235,79,11,25,18.0,14,7,0.0
235,73,11,29,16.0,18,8,0.0
235,30,11,6,1.0,1,9,0.0
235,86,11,18,21.0,20,10,0.0
235,77,11,22,4.0,6,11,0.0
235,49,11,15,15.0,10,12,0.0
235,65,11,15,14.0,8,13,0.0
235,56,11,6,2.0,4,14,0.0
235,83,11,18,20.0,19,15,0.0
235,14,11,1,8.0,9,16,0.0
235,50,11,29,17.0,17,17,0.0
235,84,11,17,12.0,12,18,0.0
235,64,11,27,10.0,15,19,0.0
235,63,11,25,19.0,16,20,0.0
236,30,13,6,1.0,3,1,10.0
236,35,13,3,6.0,1,2,6.0
236,57,13,1,7.0,6,3,4.0
236,55,13,22,3.0,7,4,3.0
236,71,13,3,5.0,2,5,2.0
236,77,13,22,4.0,5,6,1.0
236,63,13,25,19.0,13,7,0.0
236,79,13,25,18.0,17,8,0.0
236,73,13,29,16.0,18,9,0.0
236,83,13,18,20.0,19,10,0.0
236,14,13,1,8.0,4,11,0.0
236,84,13,17,12.0,8,12,0.0
236,56,13,6,2.0,9,13,0.0
236,22,13,17,11.0,10,14,0.0
236,64,13,27,10.0,15,15,0.0
236,50,13,29,17.0,16,16,0.0
236,49,13,15,15.0,11,17,0.0
236,65,13,15,14.0,12,18,0.0
236,44,13,27,9.0,14,19,0.0
236,86,13,18,21.0,0,20,0.0
237,30,14,6,1.0,3,1,10.0
237,55,14,22,3.0,6,2,6.0
237,57,14,1,7.0,4,3,4.0
237,84,14,17,12.0,9,4,3.0
237,22,14,17,11.0,10,5,2.0
237,64,14,27,10.0,14,6,1.0
237,35,14,3,6.0,2,7,0.0
237,50,14,29,17.0,15,8,0.0
237,65,14,15,14.0,12,9,0.0
237,79,14,25,18.0,16,10,0.0
237,73,14,29,16.0,19,11,0.0
237,56,14,6,2.0,7,12,0.0
237,83,14,18,20.0,18,13,0.0
237,63,14,25,19.0,17,14,0.0
237,49,14,15,15.0,13,15,0.0
237,71,14,3,5.0,1,16,0.0
237,86,14,18,21.0,20,17,0.0
237,77,14,22,4.0,8,18,0.0
237,44,14,27,9.0,11,19,0.0
237,14,14,1,8.0,5,20,0.0
238,35,27,3,6.0,2,1,10.0
238,71,27,3,5.0,1,2,6.0
238,30,27,6,1.0,4,3,4.0
238,55,27,22,3.0,3,4,3.0
238,56,27,6,2.0,6,5,2.0
238,77,27,22,4.0,5,6,1.0
238,49,27,15,15.0,11,7,0.0
238,65,27,15,14.0,12,8,0.0
238,84,27,17,12.0,10,9,0.0
238,44,27,27,9.0,15,10,0.0
238,63,27,25,19.0,13,11,0.0
238,79,27,25,18.0,14,12,0.0
238,14,27,1,8.0,8,13,0.0
238,73,27,29,16.0,17,14,0.0
238,86,27,18,21.0,20,15,0.0
238,83,27,18,20.0,19,16,0.0
238,57,27,1,7.0,7,17,0.0
238,50,27,29,17.0,16,18,0.0
238,64,27,27,10.0,18,19,0.0
238,22,27,17,11.0,9,20,0.0
239,71,22,3,5.0,2,1,10.0
239,30,22,6,1.0,3,2,6.0
239,57,22,1,7.0,5,3,4.0
239,77,22,22,4.0,4,4,3.0
239,84,22,17,12.0,10,5,2.0
239,49,22,15,15.0,7,6,1.0
239,44,22,27,9.0,12,7,0.0
239,14,22,1,8.0,8,8,0.0
239,22,22,17,11.0,11,9,0.0
239,65,22,15,14.0,13,10,0.0
239,50,22,29,17.0,17,11,0.0
239,83,22,18,20.0,18,12,0.0
239,73,22,29,16.0,19,13,0.0
239,56,22,6,2.0,6,14,0.0
239,79,22,25,18.0,14,15,0.0
239,35,22,3,6.0,1,16,0.0
239,63,22,25,19.0,15,17,0.0
239,64,22,27,10.0,16,18,0.0
239,55,22,22,3.0,9,19,0.0
239,86,22,18,21.0,20,20,0.0
240,30,18,22,1.0,2,1,10.0
240,14,18,3,6.0,3,2,6.0
240,77,18,6,28.0,5,3,4.0
240,57,18,1,8.0,7,4,3.0
240,55,18,6,27.0,6,5,2.0
240,87,18,1,7.0,9,6,1.0
240,63,18,25,4.0,12,7,0.0
240,88,18,27,25.0,15,8,0.0
240,85,18,30,17.0,22,9,0.0
240,64,18,28,21.0,25,10,0.0
240,81,18,29,9.0,13,11,0.0
240,89,18,29,10.0,21,12,0.0
240,69,18,18,24.0,18,13,0.0
240,90,18,28,22.0,23,14,0.0
240,91,18,15,29.0,19,15,0.0
240,71,18,3,5.0,1,16,0.0
240,65,18,22,2.0,4,17,0.0
240,92,18,30,16.0,20,18,0.0
240,22,18,17,14.0,16,19,0.0
240,50,18,31,12.0,24,20,0.0
240,79,18,25,3.0,11,21,0.0
240,56,18,17,15.0,8,22,0.0
240,93,18,31,11.0,26,23,0.0
240,49,18,15,30.0,14,24,0.0
240,44,18,27,26.0,10,25,0.0
240,94,18,18,23.0,17,26,0.0
241,71,25,3,5.0,2,1,10.0
241,55,25,6,27.0,6,2,6.0
241,30,25,22,1.0,3,3,4.0
241,65,25,22,2.0,11,4,3.0
241,49,25,15,30.0,9,5,2.0
241,77,25,6,28.0,8,6,1.0
241,44,25,27,26.0,18,7,0.0
241,79,25,25,3.0,15,8,0.0
241,93,25,31,11.0,20,9,0.0
241,64,25,28,21.0,25,10,0.0
241,90,25,28,22.0,24,11,0.0
241,63,25,25,4.0,7,12,0.0
241,88,25,27,25.0,19,13,0.0
241,94,25,18,23.0,16,14,0.0
241,81,25,29,9.0,12,15,0.0
241,89,25,29,10.0,26,16,0.0
241,22,25,17,14.0,10,17,0.0
241,50,25,31,12.0,14,18,0.0
241,14,25,3,6.0,1,19,0.0
241,87,25,1,7.0,17,20,0.0
241,56,25,17,15.0,4,21,0.0
241,85,25,30,17.0,22,22,0.0
241,57,25,1,8.0,5,23,0.0
241,92,25,30,16.0,23,24,0.0
241,91,25,15,29.0,21,25,0.0
241,69,25,18,24.0,13,26,0.0
242,71,21,3,5.0,4,1,10.0
242,55,21,6,27.0,5,2,6.0
242,77,21,6,28.0,2,3,4.0
242,14,21,3,6.0,3,4,3.0
242,57,21,1,8.0,6,5,2.0
242,49,21,15,30.0,14,6,1.0
242,65,21,22,2.0,8,7,0.0
242,56,21,17,15.0,7,8,0.0
242,44,21,27,26.0,12,9,0.0
242,95,21,1,7.0,9,10,0.0
242,88,21,27,25.0,16,11,0.0
242,94,21,18,23.0,18,12,0.0
242,81,21,29,9.0,11,13,0.0
242,69,21,18,24.0,20,14,0.0
242,64,21,28,21.0,26,15,0.0
242,90,21,28,22.0,25,16,0.0
242,91,21,15,29.0,21,17,0.0
242,92,21,30,16.0,22,18,0.0
242,93,21,31,11.0,23,19,0.0
242,22,21,17,14.0,10,20,0.0
242,79,21,25,3.0,15,21,0.0
242,63,21,25,4.0,13,22,0.0
242,85,21,30,17.0,24,23,0.0
242,50,21,31,12.0,17,24,0.0
242,89,21,29,10.0,19,25,0.0
242,30,21,22,1.0,1,26,0.0
243,30,4,22,1.0,1,1,10.0
243,65,4,22,2.0,7,2,6.0
243,77,4,6,28.0,3,3,4.0
243,71,4,3,5.0,5,4,3.0
243,56,4,17,15.0,6,5,2.0
243,44,4,27,26.0,15,6,1.0
243,22,4,17,14.0,8,7,0.0
243,49,4,15,30.0,12,8,0.0
243,84,4,27,25.0,11,9,0.0
243,63,4,25,4.0,13,10,0.0
243,81,4,29,9.0,14,11,0.0
243,50,4,31,12.0,16,12,0.0
243,91,4,15,29.0,20,13,0.0
243,94,4,18,23.0,19,14,0.0
243,93,4,31,11.0,22,15,0.0
243,79,4,25,3.0,17,16,0.0
243,14,4,3,6.0,4,17,0.0
243,57,4,1,8.0,9,18,0.0
243,89,4,29,10.0,18,19,0.0
243,92,4,30,16.0,24,20,0.0
243,90,4,28,22.0,25,21,0.0
243,55,4,6,27.0,2,22,0.0
243,69,4,18,24.0,21,23,0.0
243,95,4,1,7.0,10,24,0.0
243,64,4,28,21.0,26,25,0.0
243,85,4,30,17.0,23,26,0.0
244,30,6,22,1.0,2,1,10.0
244,71,6,3,5.0,1,2,6.0
244,77,6,6,28.0,4,3,4.0
244,65,6,22,2.0,7,4,3.0
244,87,6,1,7.0,10,5,2.0
244,49,6,15,30.0,14,6,1.0
244,94,6,18,23.0,18,7,0.0
244,96,6,15,29.0,19,8,0.0
244,81,6,29,9.0,13,9,0.0
244,64,6,28,21.0,22,10,0.0
244,69,6,18,24.0,16,11,0.0
244,44,6,27,26.0,12,12,0.0
244,63,6,25,4.0,17,13,0.0
244,22,6,17,14.0,11,14,0.0
244,92,6,30,16.0,21,15,0.0
244,55,6,6,27.0,5,16,0.0
244,84,6,27,25.0,8,17,0.0
244,89,6,29,10.0,26,18,0.0
244,79,6,25,3.0,15,19,0.0
244,85,6,30,17.0,25,20,0.0
244,56,6,17,15.0,9,21,0.0
244,14,6,3,6.0,3,22,0.0
244,90,6,28,22.0,24,23,0.0
244,57,6,1,8.0,6,24,0.0
244,50,6,31,12.0,23,25,0.0
244,93,6,31,11.0,20,26,0.0
245,55,7,6,27.0,5,1,10.0
245,22,7,17,14.0,9,2,6.0
245,56,7,17,15.0,8,3,4.0
245,44,7,27,26.0,11,4,3.0
245,30,7,22,1.0,1,5,2.0
245,81,7,29,9.0,13,6,1.0
245,63,7,25,4.0,15,7,0.0
245,69,7,18,24.0,19,8,0.0
245,89,7,29,10.0,22,9,0.0
245,84,7,27,25.0,14,10,0.0
245,77,7,6,28.0,4,11,0.0
245,94,7,18,23.0,17,12,0.0
245,90,7,28,22.0,23,13,0.0
245,71,7,3,5.0,2,14,0.0
245,87,7,1,7.0,10,15,0.0
245,79,7,25,3.0,16,16,0.0
245,92,7,30,16.0,20,17,0.0
245,49,7,15,30.0,12,18,0.0
245,64,7,28,21.0,24,19,0.0
245,96,7,15,29.0,18,20,0.0
245,85,7,30,17.0,21,21,0.0
245,14,7,3,6.0,3,22,0.0
245,65,7,22,2.0,6,23,0.0
245,57,7,1,8.0,7,24,0.0
246,30,8,22,1.0,2,1,10.0
246,71,8,3,5.0,1,2,6.0
246,14,8,3,6.0,3,3,4.0
246,84,8,27,25.0,9,4,3.0
246,55,8,6,27.0,4,5,2.0
246,22,8,17,14.0,5,6,1.0
246,57,8,1,8.0,8,7,0.0
246,44,8,27,26.0,6,8,0.0
246,56,8,17,15.0,11,9,0.0
246,49,8,15,30.0,12,10,0.0
246,87,8,1,7.0,13,11,0.0
246,77,8,6,28.0,7,12,0.0
246,69,8,18,24.0,17,13,0.0
246,81,8,29,9.0,16,14,0.0
246,63,8,25,4.0,14,15,0.0
246,90,8,28,22.0,24,16,0.0
246,85,8,30,17.0,21,17,0.0
246,96,8,15,29.0,15,18,0.0
246,92,8,30,16.0,22,19,0.0
246,94,8,18,23.0,20,20,0.0
246,65,8,22,2.0,10,21,0.0
246,89,8,29,10.0,18,22,0.0
246,79,8,25,3.0,19,23,0.0
246,64,8,28,21.0,23,24,0.0
247,65,9,22,2.0,5,1,10.0
247,55,9,6,27.0,6,2,6.0
247,14,9,3,6.0,3,3,4.0
247,44,9,27,26.0,13,4,3.0
247,87,9,1,7.0,10,5,2.0
247,49,9,15,30.0,12,6,1.0
247,94,9,18,23.0,15,7,0.0
247,63,9,25,4.0,23,8,0.0
247,96,9,15,29.0,16,9,0.0
247,69,9,18,24.0,18,10,0.0
247,22,9,17,14.0,9,11,0.0
247,92,9,30,16.0,21,12,0.0
247,90,9,28,22.0,22,13,0.0
247,30,9,22,1.0,2,14,0.0
247,71,9,3,5.0,1,15,0.0
247,97,9,29,9.0,17,16,0.0
247,79,9,25,3.0,14,17,0.0
247,85,9,30,17.0,24,18,0.0
247,57,9,1,8.0,8,19,0.0
247,77,9,6,28.0,4,20,0.0
247,84,9,27,25.0,11,21,0.0
247,89,9,29,10.0,19,22,0.0
247,64,9,28,21.0,20,23,0.0
247,56,9,17,15.0,7,24,0.0
248,30,10,22,1.0,2,1,10.0
248,14,10,3,6.0,3,2,6.0
248,77,10,6,28.0,4,3,4.0
248,65,10,22,2.0,9,4,3.0
248,96,10,15,29.0,14,5,2.0
248,88,10,27,25.0,18,6,1.0
248,79,10,25,3.0,17,7,0.0
248,85,10,30,17.0,23,8,0.0
248,56,10,17,15.0,6,9,0.0
248,57,10,1,8.0,7,10,0.0
248,49,10,15,30.0,11,11,0.0
248,69,10,18,24.0,16,12,0.0
248,86,10,30,16.0,24,13,0.0
248,90,10,28,22.0,22,14,0.0
248,22,10,17,14.0,5,15,0.0
248,87,10,1,7.0,8,16,0.0
248,44,10,27,26.0,12,17,0.0
248,55,10,6,27.0,10,18,0.0
248,94,10,18,23.0,20,19,0.0
248,89,10,29,10.0,19,20,0.0
248,64,10,28,21.0,21,21,0.0
248,71,10,3,5.0,1,22,0.0
248,63,10,25,4.0,13,23,0.0
248,97,10,29,9.0,15,24,0.0
249,71,11,3,5.0,1,1,10.0
249,14,11,3,6.0,2,2,6.0
249,77,11,6,28.0,4,3,4.0
249,65,11,22,2.0,9,4,3.0
249,49,11,15,30.0,11,5,2.0
249,44,11,27,26.0,10,6,1.0
249,22,11,17,14.0,14,7,0.0
249,69,11,18,24.0,12,8,0.0
249,83,11,18,23.0,15,9,0.0
249,96,11,15,29.0,19,10,0.0
249,30,11,22,1.0,3,11,0.0
249,85,11,30,17.0,22,12,0.0
249,56,11,17,15.0,7,13,0.0
249,84,11,27,25.0,8,14,0.0
249,63,11,25,4.0,16,15,0.0
249,87,11,1,7.0,13,16,0.0
249,79,11,25,3.0,17,17,0.0
249,97,11,29,9.0,20,18,0.0
249,55,11,6,27.0,6,19,0.0
249,64,11,28,21.0,23,20,0.0
249,89,11,29,10.0,18,21,0.0
249,90,11,28,22.0,21,22,0.0
249,86,11,30,16.0,24,23,0.0
249,57,11,1,8.0,5,24,0.0
250,30,13,22,1.0,16,1,10.0
250,71,13,3,5.0,8,2,6.0
250,84,13,27,25.0,13,3,4.0
250,49,13,15,30.0,10,4,3.0
250,87,13,1,7.0,6,5,2.0
250,22,13,17,14.0,12,6,1.0
250,65,13,22,2.0,4,7,0.0
250,63,13,25,4.0,11,8,0.0
250,44,13,27,26.0,9,9,0.0
250,83,13,18,23.0,17,10,0.0
250,96,13,15,29.0,14,11,0.0
250,89,13,29,10.0,18,12,0.0
250,64,13,28,21.0,24,13,0.0
250,90,13,28,22.0,22,14,0.0
250,79,13,25,3.0,15,15,0.0
250,86,13,30,16.0,23,16,0.0
250,69,13,18,24.0,19,17,0.0
250,77,13,6,28.0,1,18,0.0
250,56,13,17,15.0,7,19,0.0
250,97,13,29,9.0,20,20,0.0
250,85,13,30,17.0,21,21,0.0
250,14,13,3,6.0,5,22,0.0
250,55,13,6,27.0,2,23,0.0
250,57,13,1,8.0,3,24,0.0
251,65,14,22,2.0,8,1,10.0
251,57,14,1,8.0,7,2,6.0
251,49,14,15,30.0,10,3,4.0
251,87,14,1,7.0,9,4,3.0
251,63,14,25,4.0,16,5,2.0
251,96,14,15,29.0,14,6,1.0
251,97,14,29,9.0,15,7,0.0
251,89,14,29,10.0,20,8,0.0
251,64,14,28,21.0,23,9,0.0
251,79,14,25,3.0,17,10,0.0
251,55,14,6,27.0,5,11,0.0
251,22,14,17,14.0,6,12,0.0
251,56,14,17,15.0,12,13,0.0
251,77,14,6,28.0,3,14,0.0
251,69,14,18,24.0,18,15,0.0
251,30,14,22,1.0,2,16,0.0
251,71,14,3,5.0,4,17,0.0
251,44,14,27,26.0,13,18,0.0
251,14,14,3,6.0,1,19,0.0
251,84,14,27,25.0,11,20,0.0
251,86,14,30,16.0,24,21,0.0
251,83,14,18,23.0,19,22,0.0
251,85,14,30,17.0,21,23,0.0
251,90,14,28,22.0,22,24,0.0
252,14,27,3,6.0,1,1,10.0
252,30,27,22,1.0,3,2,6.0
252,71,27,3,5.0,2,3,4.0
252,77,27,6,28.0,4,4,3.0
252,55,27,6,27.0,7,5,2.0
252,49,27,15,30.0,5,6,1.0
252,65,27,22,2.0,6,7,0.0
252,84,27,27,25.0,9,8,0.0
252,87,27,1,7.0,12,9,0.0
252,56,27,17,15.0,10,10,0.0
252,22,27,17,14.0,8,11,0.0
252,96,27,15,29.0,14,12,0.0
252,63,27,25,4.0,15,13,0.0
252,69,27,18,24.0,18,14,0.0
252,89,27,29,10.0,19,15,0.0
252,64,27,28,21.0,22,16,0.0
252,90,27,28,22.0,23,17,0.0
252,85,27,30,17.0,21,18,0.0
252,57,27,1,8.0,13,19,0.0
252,98,27,30,16.0,24,20,0.0
252,44,27,27,26.0,11,21,0.0
252,83,27,18,23.0,17,22,0.0
252,79,27,25,3.0,16,23,0.0
252,97,27,29,9.0,20,24,0.0
253,30,20,22,1.0,3,1,10.0
253,55,20,6,27.0,6,2,6.0
253,14,20,3,6.0,1,3,4.0
253,22,20,17,14.0,11,4,3.0
253,65,20,22,2.0,7,5,2.0
253,56,20,17,15.0,5,6,1.0
253,84,20,27,25.0,12,7,0.0
253,57,20,1,8.0,9,8,0.0
253,83,20,18,23.0,16,9,0.0
253,63,20,25,4.0,15,10,0.0
253,69,20,18,24.0,18,11,0.0
253,97,20,29,9.0,17,12,0.0
253,64,20,28,21.0,22,13,0.0
253,99,20,25,3.0,19,14,0.0
253,98,20,30,16.0,24,15,0.0
253,71,20,3,5.0,2,16,0.0
253,85,20,30,17.0,20,17,0.0
253,96,20,15,29.0,13,18,0.0
253,77,20,6,28.0,4,19,0.0
253,90,20,28,22.0,23,20,0.0
253,49,20,15,30.0,8,21,0.0
253,44,20,27,26.0,14,22,0.0
253,87,20,1,7.0,10,23,0.0
253,89,20,29,10.0,21,24,0.0
254,30,28,22,1.0,3,1,10.0
254,14,28,3,6.0,1,2,6.0
254,71,28,3,5.0,2,3,4.0
254,77,28,6,28.0,5,4,3.0
254,55,28,6,27.0,4,5,2.0
254,65,28,22,2.0,7,6,1.0
254,49,28,15,30.0,8,7,0.0
254,44,28,27,26.0,9,8,0.0
254,87,28,1,7.0,10,9,0.0
254,76,28,1,8.0,12,10,0.0
254,56,28,17,15.0,6,11,0.0
254,63,28,25,4.0,18,12,0.0
254,83,28,18,23.0,14,13,0.0
254,79,28,25,3.0,17,14,0.0
254,69,28,18,24.0,16,15,0.0
254,90,28,28,22.0,22,16,0.0
254,64,28,28,21.0,21,17,0.0
254,22,28,17,14.0,11,18,0.0
254,81,28,29,9.0,19,19,0.0
254,89,28,29,10.0,20,20,0.0
254,85,28,30,17.0,23,21,0.0
254,88,28,27,25.0,13,22,0.0
254,96,28,15,29.0,15,23,0.0
254,92,28,30,16.0,24,24,0.0
255,30,22,22,1.0,1,1,10.0
255,57,22,1,8.0,3,2,6.0
255,65,22,22,2.0,9,3,4.0
255,56,22,17,15.0,7,4,3.0
255,44,22,27,26.0,11,5,2.0
255,63,22,25,4.0,12,6,1.0
255,87,22,1,7.0,23,7,0.0
255,49,22,15,30.0,8,8,0.0
255,69,22,18,24.0,17,9,0.0
255,91,22,15,29.0,15,10,0.0
255,83,22,18,23.0,16,11,0.0
255,89,22,29,10.0,18,12,0.0
255,71,22,3,5.0,4,13,0.0
255,14,22,3,6.0,6,14,0.0
255,64,22,28,21.0,20,15,0.0
255,55,22,6,27.0,2,16,0.0
255,85,22,30,17.0,19,17,0.0
255,77,22,6,28.0,5,18,0.0
255,22,22,17,14.0,10,19,0.0
255,79,22,25,3.0,13,20,0.0
255,92,22,30,16.0,22,21,0.0
255,90,22,28,22.0,21,22,0.0
255,81,22,29,9.0,14,23,0.0
255,88,22,27,25.0,0,24,0.0
256,71,29,3,5.0,1,1,10.0
256,44,29,27,26.0,12,2,6.0
256,81,29,29,9.0,13,3,4.0
256,87,29,1,7.0,10,4,3.0
256,63,29,25,4.0,14,5,2.0
256,83,29,18,23.0,17,6,1.0
256,64,29,28,21.0,21,7,0.0
256,92,29,30,16.0,23,8,0.0
256,79,29,25,3.0,16,9,0.0
256,65,29,22,2.0,8,10,0.0
256,56,29,17,15.0,9,11,0.0
256,49,29,15,30.0,6,12,0.0
256,77,29,6,28.0,4,13,0.0
256,84,29,27,25.0,11,14,0.0
256,30,29,22,1.0,3,15,0.0
256,55,29,6,27.0,5,16,0.0
256,90,29,28,22.0,20,17,0.0
256,22,29,17,14.0,7,18,0.0
256,14,29,3,6.0,2,19,0.0
256,89,29,29,10.0,19,20,0.0
256,91,29,15,29.0,18,21,0.0
256,85,29,30,17.0,22,22,0.0
256,69,29,18,24.0,15,23,0.0
256,57,29,1,8.0,24,24,0.0
257,30,18,22,5.0,2,1,10.0
257,71,18,3,0.0,4,2,6.0
257,55,18,6,27.0,3,3,4.0
257,22,18,17,14.0,14,4,3.0
257,79,18,25,3.0,10,5,2.0
257,91,18,15,29.0,7,6,1.0
257,65,18,32,12.0,21,7,0.0
257,94,18,18,23.0,15,8,0.0
257,100,18,33,20.0,13,9,0.0
257,83,18,32,11.0,24,10,0.0
257,44,18,27,26.0,19,11,0.0
