corrida_id_corrida,circuito_id_circuito,ano_corrida,rodada_corrida,nome_corrida,data_corrida,circuito_ref_circuito,nome_circuito,localizacao_circuito,pais_circuito,latitude_circuito,longitude_circuito,altitude_circuito
359,32,1989,4,Mexican Grand Prix,05/28/1989,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
360,33,1989,5,United States Grand Prix,06/04/1989,phoenix,Phoenix street circuit,Phoenix,USA,334479.0,-112075.0,345.0
361,7,1989,6,Canadian Grand Prix,06/18/1989,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
362,34,1989,7,French Grand Prix,07/09/1989,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
363,9,1989,8,British Grand Prix,07/16/1989,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
364,10,1989,9,German Grand Prix,07/30/1989,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
365,11,1989,10,Hungarian Grand Prix,08/13/1989,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
366,13,1989,11,Belgian Grand Prix,08/27/1989,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
367,14,1989,12,Italian Grand Prix,09/10/1989,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
368,27,1989,13,Portuguese Grand Prix,09/24/1989,estoril,Autódromo do Estoril,Estoril,Portugal,387506.0,-939417.0,130.0
369,26,1989,14,Spanish Grand Prix,10/01/1989,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,367083.0,-603417.0,37.0
370,22,1989,15,Japanese Grand Prix,10/22/1989,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
371,29,1989,16,Australian Grand Prix,11/05/1989,adelaide,Adelaide Street Circuit,Adelaide,Australia,-349272.0,138617.0,58.0
372,36,1988,1,Brazilian Grand Prix,04/03/1988,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
373,21,1988,2,San Marino Grand Prix,05/01/1988,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
374,6,1988,3,Monaco Grand Prix,05/15/1988,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
375,32,1988,4,Mexican Grand Prix,05/29/1988,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
376,7,1988,5,Canadian Grand Prix,06/12/1988,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
377,37,1988,6,Detroit Grand Prix,06/19/1988,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
378,34,1988,7,French Grand Prix,07/03/1988,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
379,9,1988,8,British Grand Prix,07/10/1988,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
380,10,1988,9,German Grand Prix,07/24/1988,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
381,11,1988,10,Hungarian Grand Prix,08/07/1988,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
382,13,1988,11,Belgian Grand Prix,08/28/1988,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
383,14,1988,12,Italian Grand Prix,09/11/1988,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
384,27,1988,13,Portuguese Grand Prix,09/25/1988,estoril,Autódromo do Estoril,Estoril,Portugal,387506.0,-939417.0,130.0
385,26,1988,14,Spanish Grand Prix,10/02/1988,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,367083.0,-603417.0,37.0
386,22,1988,15,Japanese Grand Prix,10/30/1988,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
387,29,1988,16,Australian Grand Prix,11/13/1988,adelaide,Adelaide Street Circuit,Adelaide,Australia,-349272.0,138617.0,58.0
388,36,1987,1,Brazilian Grand Prix,04/12/1987,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
389,21,1987,2,San Marino Grand Prix,05/03/1987,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
390,13,1987,3,Belgian Grand Prix,05/17/1987,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
391,6,1987,4,Monaco Grand Prix,05/31/1987,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
392,37,1987,5,Detroit Grand Prix,06/21/1987,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
393,34,1987,6,French Grand Prix,07/05/1987,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
394,9,1987,7,British Grand Prix,07/12/1987,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
395,10,1987,8,German Grand Prix,07/26/1987,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
396,11,1987,9,Hungarian Grand Prix,08/09/1987,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
397,70,1987,10,Austrian Grand Prix,08/16/1987,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
398,14,1987,11,Italian Grand Prix,09/06/1987,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
399,27,1987,12,Portuguese Grand Prix,09/20/1987,estoril,Autódromo do Estoril,Estoril,Portugal,387506.0,-939417.0,130.0
400,26,1987,13,Spanish Grand Prix,09/27/1987,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,367083.0,-603417.0,37.0
401,32,1987,14,Mexican Grand Prix,10/18/1987,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
402,22,1987,15,Japanese Grand Prix,11/01/1987,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
403,29,1987,16,Australian Grand Prix,11/15/1987,adelaide,Adelaide Street Circuit,Adelaide,Australia,-349272.0,138617.0,58.0
404,36,1986,1,Brazilian Grand Prix,03/23/1986,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
405,26,1986,2,Spanish Grand Prix,04/13/1986,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,367083.0,-603417.0,37.0
406,21,1986,3,San Marino Grand Prix,04/27/1986,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
407,6,1986,4,Monaco Grand Prix,05/11/1986,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
408,13,1986,5,Belgian Grand Prix,05/25/1986,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
409,7,1986,6,Canadian Grand Prix,06/15/1986,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
410,37,1986,7,Detroit Grand Prix,06/22/1986,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
411,34,1986,8,French Grand Prix,07/06/1986,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
412,38,1986,9,British Grand Prix,07/13/1986,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
413,10,1986,10,German Grand Prix,07/27/1986,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
414,11,1986,11,Hungarian Grand Prix,08/10/1986,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
415,70,1986,12,Austrian Grand Prix,08/17/1986,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
416,14,1986,13,Italian Grand Prix,09/07/1986,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
417,27,1986,14,Portuguese Grand Prix,09/21/1986,estoril,Autódromo do Estoril,Estoril,Portugal,387506.0,-939417.0,130.0
418,32,1986,15,Mexican Grand Prix,10/12/1986,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
419,29,1986,16,Australian Grand Prix,10/26/1986,adelaide,Adelaide Street Circuit,Adelaide,Australia,-349272.0,138617.0,58.0
420,36,1985,1,Brazilian Grand Prix,04/07/1985,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
421,27,1985,2,Portuguese Grand Prix,04/21/1985,estoril,Autódromo do Estoril,Estoril,Portugal,387506.0,-939417.0,130.0
422,21,1985,3,San Marino Grand Prix,05/05/1985,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
423,6,1985,4,Monaco Grand Prix,05/19/1985,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
424,7,1985,5,Canadian Grand Prix,06/16/1985,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
425,37,1985,6,Detroit Grand Prix,06/23/1985,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
426,34,1985,7,French Grand Prix,07/07/1985,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
427,9,1985,8,British Grand Prix,07/21/1985,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
428,20,1985,9,German Grand Prix,08/04/1985,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
429,70,1985,10,Austrian Grand Prix,08/18/1985,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
430,39,1985,11,Dutch Grand Prix,08/25/1985,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
431,14,1985,12,Italian Grand Prix,09/08/1985,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
432,13,1985,13,Belgian Grand Prix,09/15/1985,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
433,38,1985,14,European Grand Prix,10/06/1985,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
434,30,1985,15,South African Grand Prix,10/19/1985,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
435,29,1985,16,Australian Grand Prix,11/03/1985,adelaide,Adelaide Street Circuit,Adelaide,Australia,-349272.0,138617.0,58.0
436,36,1984,1,Brazilian Grand Prix,03/25/1984,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
437,30,1984,2,South African Grand Prix,04/07/1984,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
438,40,1984,3,Belgian Grand Prix,04/29/1984,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
439,21,1984,4,San Marino Grand Prix,05/06/1984,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
440,41,1984,5,French Grand Prix,05/20/1984,dijon,Dijon-Prenois,Dijon,France,473625.0,489913.0,484.0
441,6,1984,6,Monaco Grand Prix,06/03/1984,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
442,7,1984,7,Canadian Grand Prix,06/17/1984,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
443,37,1984,8,Detroit Grand Prix,06/24/1984,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
444,42,1984,9,Dallas Grand Prix,07/08/1984,dallas,Fair Park,Dallas,USA,327774.0,-967587.0,139.0
445,38,1984,10,British Grand Prix,07/22/1984,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
446,10,1984,11,German Grand Prix,08/05/1984,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
447,70,1984,12,Austrian Grand Prix,08/19/1984,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
448,39,1984,13,Dutch Grand Prix,08/26/1984,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
449,14,1984,14,Italian Grand Prix,09/09/1984,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
450,20,1984,15,European Grand Prix,10/07/1984,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
451,27,1984,16,Portuguese Grand Prix,10/21/1984,estoril,Autódromo do Estoril,Estoril,Portugal,387506.0,-939417.0,130.0
452,36,1983,1,Brazilian Grand Prix,03/13/1983,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
453,43,1983,2,United States Grand Prix West,03/27/1983,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
454,34,1983,3,French Grand Prix,04/17/1983,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
455,21,1983,4,San Marino Grand Prix,05/01/1983,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
456,6,1983,5,Monaco Grand Prix,05/15/1983,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
457,13,1983,6,Belgian Grand Prix,05/22/1983,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
458,37,1983,7,Detroit Grand Prix,06/05/1983,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
459,7,1983,8,Canadian Grand Prix,06/12/1983,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
460,9,1983,9,British Grand Prix,07/16/1983,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
461,10,1983,10,German Grand Prix,08/07/1983,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
462,70,1983,11,Austrian Grand Prix,08/14/1983,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
463,39,1983,12,Dutch Grand Prix,08/28/1983,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
464,14,1983,13,Italian Grand Prix,09/11/1983,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
465,38,1983,14,European Grand Prix,09/25/1983,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
466,30,1983,15,South African Grand Prix,10/15/1983,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
467,30,1982,1,South African Grand Prix,01/23/1982,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
468,36,1982,2,Brazilian Grand Prix,03/21/1982,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
469,43,1982,3,United States Grand Prix West,04/04/1982,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
470,21,1982,4,San Marino Grand Prix,04/25/1982,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
471,40,1982,5,Belgian Grand Prix,05/09/1982,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
472,6,1982,6,Monaco Grand Prix,05/23/1982,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
473,37,1982,7,Detroit Grand Prix,06/06/1982,detroit,Detroit Street Circuit,Detroit,USA,423298.0,-830401.0,177.0
474,7,1982,8,Canadian Grand Prix,06/13/1982,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
475,39,1982,9,Dutch Grand Prix,07/03/1982,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
476,38,1982,10,British Grand Prix,07/18/1982,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
477,34,1982,11,French Grand Prix,07/25/1982,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
478,10,1982,12,German Grand Prix,08/08/1982,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
479,70,1982,13,Austrian Grand Prix,08/15/1982,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
480,41,1982,14,Swiss Grand Prix,08/29/1982,dijon,Dijon-Prenois,Dijon,France,473625.0,489913.0,484.0
481,14,1982,15,Italian Grand Prix,09/12/1982,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
482,44,1982,16,Caesars Palace Grand Prix,09/25/1982,las_vegas,Las Vegas Street Circuit,Nevada,USA,361162.0,-115174.0,639.0
483,43,1981,1,United States Grand Prix West,03/15/1981,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
484,36,1981,2,Brazilian Grand Prix,03/29/1981,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
485,25,1981,3,Argentine Grand Prix,04/12/1981,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
486,21,1981,4,San Marino Grand Prix,05/03/1981,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
487,40,1981,5,Belgian Grand Prix,05/17/1981,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
488,6,1981,6,Monaco Grand Prix,05/31/1981,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
489,45,1981,7,Spanish Grand Prix,06/21/1981,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
490,41,1981,8,French Grand Prix,07/05/1981,dijon,Dijon-Prenois,Dijon,France,473625.0,489913.0,484.0
491,9,1981,9,British Grand Prix,07/18/1981,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
492,10,1981,10,German Grand Prix,08/02/1981,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
493,70,1981,11,Austrian Grand Prix,08/16/1981,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
494,39,1981,12,Dutch Grand Prix,08/30/1981,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
495,14,1981,13,Italian Grand Prix,09/13/1981,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
496,7,1981,14,Canadian Grand Prix,09/27/1981,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
497,44,1981,15,Caesars Palace Grand Prix,10/17/1981,las_vegas,Las Vegas Street Circuit,Nevada,USA,361162.0,-115174.0,639.0
498,25,1980,1,Argentine Grand Prix,01/13/1980,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
499,18,1980,2,Brazilian Grand Prix,01/27/1980,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
500,30,1980,3,South African Grand Prix,03/01/1980,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
501,43,1980,4,United States Grand Prix West,03/30/1980,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
502,40,1980,5,Belgian Grand Prix,05/04/1980,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
503,6,1980,6,Monaco Grand Prix,05/18/1980,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
504,34,1980,7,French Grand Prix,06/29/1980,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
505,38,1980,8,British Grand Prix,07/13/1980,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
506,10,1980,9,German Grand Prix,08/10/1980,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
507,70,1980,10,Austrian Grand Prix,08/17/1980,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
508,39,1980,11,Dutch Grand Prix,08/31/1980,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
509,21,1980,12,Italian Grand Prix,09/14/1980,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
510,7,1980,13,Canadian Grand Prix,09/28/1980,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
511,46,1980,14,United States Grand Prix,10/05/1980,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
512,25,1979,1,Argentine Grand Prix,01/21/1979,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
513,18,1979,2,Brazilian Grand Prix,02/04/1979,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
514,30,1979,3,South African Grand Prix,03/03/1979,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
515,43,1979,4,United States Grand Prix West,04/08/1979,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
516,45,1979,5,Spanish Grand Prix,04/29/1979,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
517,40,1979,6,Belgian Grand Prix,05/13/1979,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
518,6,1979,7,Monaco Grand Prix,05/27/1979,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
519,41,1979,8,French Grand Prix,07/01/1979,dijon,Dijon-Prenois,Dijon,France,473625.0,489913.0,484.0
520,9,1979,9,British Grand Prix,07/14/1979,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
521,10,1979,10,German Grand Prix,07/29/1979,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
522,70,1979,11,Austrian Grand Prix,08/12/1979,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
523,39,1979,12,Dutch Grand Prix,08/26/1979,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
524,14,1979,13,Italian Grand Prix,09/09/1979,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
525,7,1979,14,Canadian Grand Prix,09/30/1979,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
526,46,1979,15,United States Grand Prix,10/07/1979,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
527,25,1978,1,Argentine Grand Prix,01/15/1978,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
528,36,1978,2,Brazilian Grand Prix,01/29/1978,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-229756.0,-43395.0,1126.0
529,30,1978,3,South African Grand Prix,03/04/1978,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
530,43,1978,4,United States Grand Prix West,04/02/1978,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
531,6,1978,5,Monaco Grand Prix,05/07/1978,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
532,40,1978,6,Belgian Grand Prix,05/21/1978,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
533,45,1978,7,Spanish Grand Prix,06/04/1978,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
534,47,1978,8,Swedish Grand Prix,06/17/1978,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,572653.0,136042.0,153.0
535,34,1978,9,French Grand Prix,07/02/1978,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
536,38,1978,10,British Grand Prix,07/16/1978,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
537,10,1978,11,German Grand Prix,07/30/1978,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
538,70,1978,12,Austrian Grand Prix,08/13/1978,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
539,39,1978,13,Dutch Grand Prix,08/27/1978,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
540,14,1978,14,Italian Grand Prix,09/10/1978,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
541,46,1978,15,United States Grand Prix,10/01/1978,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
542,7,1978,16,Canadian Grand Prix,10/08/1978,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
543,25,1977,1,Argentine Grand Prix,01/09/1977,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
544,18,1977,2,Brazilian Grand Prix,01/23/1977,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
545,30,1977,3,South African Grand Prix,03/05/1977,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
546,43,1977,4,United States Grand Prix West,04/03/1977,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
547,45,1977,5,Spanish Grand Prix,05/08/1977,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
548,6,1977,6,Monaco Grand Prix,05/22/1977,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
549,40,1977,7,Belgian Grand Prix,06/05/1977,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
550,47,1977,8,Swedish Grand Prix,06/19/1977,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,572653.0,136042.0,153.0
551,41,1977,9,French Grand Prix,07/03/1977,dijon,Dijon-Prenois,Dijon,France,473625.0,489913.0,484.0
552,9,1977,10,British Grand Prix,07/16/1977,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
553,10,1977,11,German Grand Prix,07/31/1977,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
554,70,1977,12,Austrian Grand Prix,08/14/1977,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
555,39,1977,13,Dutch Grand Prix,08/28/1977,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
556,14,1977,14,Italian Grand Prix,09/11/1977,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
557,46,1977,15,United States Grand Prix,10/02/1977,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
558,48,1977,16,Canadian Grand Prix,10/09/1977,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
559,16,1977,17,Japanese Grand Prix,10/23/1977,fuji,Fuji Speedway,Oyama,Japan,353717.0,138927.0,583.0
560,18,1976,1,Brazilian Grand Prix,01/25/1976,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
561,30,1976,2,South African Grand Prix,03/06/1976,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
562,43,1976,3,United States Grand Prix West,03/28/1976,long_beach,Long Beach,California,USA,337651.0,-118189.0,12.0
563,45,1976,4,Spanish Grand Prix,05/02/1976,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
564,40,1976,5,Belgian Grand Prix,05/16/1976,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
