corrida_id_corrida,circuito_id_circuito,ano_corrida,rodada_corrida,nome_corrida,data_corrida,circuito_ref_circuito,nome_circuito,localizacao_circuito,pais_circuito,latitude_circuito,longitude_circuito,altitude_circuito
992,73,2018,4,Azerbaijan Grand Prix,04/29/2018,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
993,4,2018,5,Spanish Grand Prix,05/13/2018,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
994,6,2018,6,Monaco Grand Prix,05/27/2018,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
995,7,2018,7,Canadian Grand Prix,06/10/2018,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
996,34,2018,8,French Grand Prix,06/24/2018,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
997,70,2018,9,Austrian Grand Prix,07/01/2018,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
998,9,2018,10,British Grand Prix,07/08/2018,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
999,10,2018,11,German Grand Prix,07/22/2018,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
1000,11,2018,12,Hungarian Grand Prix,07/29/2018,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
1001,13,2018,13,Belgian Grand Prix,08/26/2018,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
1002,14,2018,14,Italian Grand Prix,09/02/2018,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
1003,15,2018,15,Singapore Grand Prix,09/16/2018,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
1004,71,2018,16,Russian Grand Prix,09/30/2018,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
1005,22,2018,17,Japanese Grand Prix,10/07/2018,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
1006,69,2018,18,United States Grand Prix,10/21/2018,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
1007,32,2018,19,Mexican Grand Prix,10/28/2018,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
1008,18,2018,20,Brazilian Grand Prix,11/11/2018,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
1009,24,2018,21,Abu Dhabi Grand Prix,11/25/2018,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
1010,1,2019,1,Australian Grand Prix,03/17/2019,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
1011,3,2019,2,Bahrain Grand Prix,03/31/2019,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
1012,17,2019,3,Chinese Grand Prix,04/14/2019,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
1013,73,2019,4,Azerbaijan Grand Prix,04/28/2019,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
1014,4,2019,5,Spanish Grand Prix,05/12/2019,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
1015,6,2019,6,Monaco Grand Prix,05/26/2019,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
1016,7,2019,7,Canadian Grand Prix,06/09/2019,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
1017,34,2019,8,French Grand Prix,06/23/2019,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
1018,70,2019,9,Austrian Grand Prix,06/30/2019,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1019,9,2019,10,British Grand Prix,07/14/2019,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
1020,10,2019,11,German Grand Prix,07/28/2019,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
1021,11,2019,12,Hungarian Grand Prix,08/04/2019,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
1022,13,2019,13,Belgian Grand Prix,09/01/2019,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
1023,14,2019,14,Italian Grand Prix,09/08/2019,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
1024,15,2019,15,Singapore Grand Prix,09/22/2019,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
1025,71,2019,16,Russian Grand Prix,09/29/2019,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
1026,22,2019,17,Japanese Grand Prix,10/13/2019,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
1027,32,2019,18,Mexican Grand Prix,10/27/2019,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
1028,69,2019,19,United States Grand Prix,11/03/2019,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
1029,18,2019,20,Brazilian Grand Prix,11/17/2019,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
1030,24,2019,21,Abu Dhabi Grand Prix,12/01/2019,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
1031,70,2020,1,Austrian Grand Prix,07/05/2020,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1032,70,2020,2,Styrian Grand Prix,07/12/2020,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1033,11,2020,3,Hungarian Grand Prix,07/19/2020,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
1034,9,2020,4,British Grand Prix,08/02/2020,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
1035,9,2020,5,70th Anniversary Grand Prix,08/09/2020,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
1036,4,2020,6,Spanish Grand Prix,08/16/2020,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
1037,13,2020,7,Belgian Grand Prix,08/30/2020,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
1038,14,2020,8,Italian Grand Prix,09/06/2020,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
1039,76,2020,9,Tuscan Grand Prix,09/13/2020,mugello,Autodromo Internazionale del Mugello,Mugello,Italy,439975.0,113719.0,255.0
1040,71,2020,10,Russian Grand Prix,09/27/2020,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
1041,20,2020,11,Eifel Grand Prix,10/11/2020,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
1042,75,2020,12,Portuguese Grand Prix,10/25/2020,portimao,Autódromo Internacional do Algarve,Portimão,Portugal,37227.0,-86267.0,108.0
1043,21,2020,13,Emilia Romagna Grand Prix,11/01/2020,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
1044,5,2020,14,Turkish Grand Prix,11/15/2020,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
1045,3,2020,15,Bahrain Grand Prix,11/29/2020,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
1046,3,2020,16,Sakhir Grand Prix,12/06/2020,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
1047,24,2020,17,Abu Dhabi Grand Prix,12/13/2020,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
1053,21,2021,2,Emilia Romagna Grand Prix,04/18/2021,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
1074,3,2022,1,Bahrain Grand Prix,03/20/2022,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
1052,3,2021,1,Bahrain Grand Prix,03/28/2021,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
1051,78,2021,20,Qatar Grand Prix,11/21/2021,losail,Losail International Circuit,Al Daayen,Qatar,25.49,514542.0,
1054,75,2021,3,Portuguese Grand Prix,05/02/2021,portimao,Autódromo Internacional do Algarve,Portimão,Portugal,37227.0,-86267.0,108.0
1055,4,2021,4,Spanish Grand Prix,05/09/2021,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
1056,6,2021,5,Monaco Grand Prix,05/23/2021,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
1057,73,2021,6,Azerbaijan Grand Prix,06/06/2021,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
1058,70,2021,8,Styrian Grand Prix,06/27/2021,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1059,34,2021,7,French Grand Prix,06/20/2021,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
1060,70,2021,9,Austrian Grand Prix,07/04/2021,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1061,9,2021,10,British Grand Prix,07/18/2021,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
1062,11,2021,11,Hungarian Grand Prix,08/01/2021,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
1063,13,2021,12,Belgian Grand Prix,08/29/2021,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
1064,39,2021,13,Dutch Grand Prix,09/05/2021,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
1065,14,2021,14,Italian Grand Prix,09/12/2021,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
1066,71,2021,15,Russian Grand Prix,09/26/2021,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
1067,5,2021,16,Turkish Grand Prix,10/10/2021,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
1069,69,2021,17,United States Grand Prix,10/24/2021,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
1070,32,2021,18,Mexico City Grand Prix,11/07/2021,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
1071,18,2021,19,São Paulo Grand Prix,11/14/2021,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
1072,77,2021,21,Saudi Arabian Grand Prix,12/05/2021,jeddah,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,216319.0,391044.0,15.0
1073,24,2021,22,Abu Dhabi Grand Prix,12/12/2021,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
1075,77,2022,2,Saudi Arabian Grand Prix,03/27/2022,jeddah,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,216319.0,391044.0,15.0
1076,1,2022,3,Australian Grand Prix,04/10/2022,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
1077,21,2022,4,Emilia Romagna Grand Prix,04/24/2022,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
1078,79,2022,5,Miami Grand Prix,05/08/2022,miami,Miami International Autodrome,Miami,USA,259581.0,-802389.0,
1079,4,2022,6,Spanish Grand Prix,05/22/2022,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
1080,6,2022,7,Monaco Grand Prix,05/29/2022,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
1081,73,2022,8,Azerbaijan Grand Prix,06/12/2022,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
1082,7,2022,9,Canadian Grand Prix,06/19/2022,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
1083,9,2022,10,British Grand Prix,07/03/2022,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
1084,70,2022,11,Austrian Grand Prix,07/10/2022,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1085,34,2022,12,French Grand Prix,07/24/2022,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
1086,11,2022,13,Hungarian Grand Prix,07/31/2022,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
1087,13,2022,14,Belgian Grand Prix,08/28/2022,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
1088,39,2022,15,Dutch Grand Prix,09/04/2022,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
1089,14,2022,16,Italian Grand Prix,09/11/2022,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
1091,15,2022,17,Singapore Grand Prix,10/02/2022,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
1092,22,2022,18,Japanese Grand Prix,10/09/2022,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
1093,69,2022,19,United States Grand Prix,10/23/2022,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
1094,32,2022,20,Mexico City Grand Prix,10/30/2022,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
1095,18,2022,21,Brazilian Grand Prix,11/13/2022,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
1096,24,2022,22,Abu Dhabi Grand Prix,11/20/2022,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
1098,3,2023,1,Bahrain Grand Prix,03/05/2023,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
1099,77,2023,2,Saudi Arabian Grand Prix,03/19/2023,jeddah,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,216319.0,391044.0,15.0
1100,1,2023,3,Australian Grand Prix,04/02/2023,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
1101,73,2023,4,Azerbaijan Grand Prix,04/30/2023,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
1102,79,2023,5,Miami Grand Prix,05/07/2023,miami,Miami International Autodrome,Miami,USA,259581.0,-802389.0,
1104,6,2023,6,Monaco Grand Prix,05/28/2023,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
1105,4,2023,7,Spanish Grand Prix,06/04/2023,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
1106,7,2023,8,Canadian Grand Prix,06/18/2023,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
1107,70,2023,9,Austrian Grand Prix,07/02/2023,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
1108,9,2023,10,British Grand Prix,07/09/2023,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
1109,11,2023,11,Hungarian Grand Prix,07/23/2023,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
1110,13,2023,12,Belgian Grand Prix,07/30/2023,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
1111,39,2023,13,Dutch Grand Prix,08/27/2023,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
1112,14,2023,14,Italian Grand Prix,09/03/2023,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
1113,15,2023,15,Singapore Grand Prix,09/17/2023,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
1114,22,2023,16,Japanese Grand Prix,09/24/2023,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
1115,78,2023,17,Qatar Grand Prix,10/08/2023,losail,Losail International Circuit,Al Daayen,Qatar,25.49,514542.0,
1116,69,2023,18,United States Grand Prix,10/22/2023,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
1117,32,2023,19,Mexico City Grand Prix,10/29/2023,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
1118,18,2023,20,São Paulo Grand Prix,11/05/2023,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
1119,80,2023,21,Las Vegas Grand Prix,11/19/2023,vegas,Las Vegas Strip Street Circuit,Las Vegas,United States,361147.0,-115173.0,
1120,24,2023,22,Abu Dhabi Grand Prix,11/26/2023,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
